N	id	H	soln
180	6	270	248	-452	011001101110000000001100101100101100100101010111010111100111011010110101000101001001010110100010111010001101101011010110100001111011110011011011100001110010010001001010100010101101
180	7	270	247	-448	111010100101000101111100010101001011101000000101011010011111000001001111011011001111100110101001110010000111110110001000110010000100100001100111110000011001111100010010011110101010
180	8	270	248	-452	110001010111111011001000111010001001000110000010110100000010001101000101010100001001101110111111010000100111001000101010001010110011110101010110100101001110010101101010111010111011
180	9	270	247	-448	100111101100100110111111010101011101000000000101000110101101011110101000001011110001100000011000011001011011010110101001110111001001101101110011011110001001010101011001100011100100
180	10	270	246	-444	110111010011000110110110000010000010101000001000100010000011101101101001011011110111000001100010001010101110101010000011011011111111010010110101110011111000001011011101000101111011
180	11	270	247	-448	000101101100101000001011100010110101010100101000111010111001011111110010010101110110111000100001000011101011111011100010100011010100100101110100000100010000000110111101100000101111
180	12	270	247	-448	000101000000000101001011001011100111010000001111100010011101000000001001011010011011110100011011100100011111011011101100111100111111000011100100110110011011110100100001101001010001
180	13	270	246	-444	011010111000001001100000110011100011000100010111101000100011010000010101110111110111011011110110011110010010001001010100101010000000110001111111101011111110100100010010010110101101
180	14	270	246	-444	010011001001011000110010110100111010111011101111011011100110111000101101011100000001001001001110010010110101111010010100010100101000000110000111001101100000011010011101110000100100
180	15	270	246	-444	000001001001011110000000001000101011101010001011111000001101110000110010101010011011010010110101001111100011001101110001101011110110011011010011110011001111100010111111101010001101
180	16	270	250	-460	101011000001000010010011011111001101011001001101110010101011010101110000111000001000101100010110000111101100111011100111011011101000001001000010100010110101011110100110100110010101
180	17	270	248	-452	101100100111010010111011010101110010011100100101111001110010101011011111100100111000001010101001111010011101111010010001001000000000001110010111000010111110011001000011000000010011
180	18	270	246	-444	010100110100000010000100111110101101100110101000010101111101111010000001101000010110101011101011101000011000101011010101010111101111001111000100011000010001100111011010100011111100
180	19	270	246	-444	000101010000101111000100100011111001001011100101011101001011001111111111110100000100110110111000001001000111100101001110110101110101101111010001100100111000111010011000100101000101
182	0	273	249	-450	00100101010100101110111011101011100111001010101011010011101010110110011011110010110111010101111100110011111110001010001000001110001110000000100100000110100001001101100111010011010100
182	1	273	249	-450	10000000001000010101111100100110111100110100001111111110110001101000101111110111100001101100111110101011111000110010100101111000011110000001011101000111101111001101011010100101001001
182	2	273	249	-450	11110010000100000110111110000110100000000000100011010100111111011110101010100111110101101011101001001011111111100110110000100001101100001000101000011100111111100111000111010100110000
182	3	273	248	-446	00100000001101110110011011001000101101101010001010110101110011111110110001001001001010001100001111000011011010011101100111111100010110011100101111101011001100101000111001101100000010
182	4	273	252	-462	00111110010101100000111100001100111101111000101010111011010101001111001100010001100100001011011110001000010011011011000101011110011111001100111111100111010001110010100001000100000000
182	5	273	250	-454	00000101101001110001100010110101111010100101111010001111010000001001001111110010011000011001101011011100010101000101111000001111101001011101010101101100110100000100101011001111100010
182	6	273	252	-462	11001010111100011101011111100000110101000001001001000010110101011011010101011110000010000000110110000000111100100001101101111110011101011010000111111110101101011100010100111010010011
182	7	273	251	-458	11000100010100100101001001111001100110001001110000100101101011000110011001011000001100111000101101001111100001100100000010001111011100101011101011000111111010011111111101010101111101
182	8	273	249	-450	01100101010110000100000110110000000100110000011001100011110111001100011011111010011100100000010000001111011110000101100100000101010001100111101000011010101111111011100001101111111100
182	9	273	250	-454	01110011111100110110011110011011010001101111110011111010100001011110011000101110001000000010100100000000111100011011111001101100101000111000101011110000011110110000001101101011101100
182	10	273	249	-450	11111010110101010011101011100000011100001011001011110010000001011001111101111010110101100100000011011100001110000101111001010000100101101110010001010011100010110100010001101000011110
182	11	273	250	-454	11111001101111001000001010001000110001111100000011001010100000011011100100001101100000111111110100010111000111111000011110111000001001000100110000000101110000101101100110101111111111
182	12	273	251	-458	11011100000100010110011010111100100101100010001001011111101010010111000111110000111100010110010001100111111000010000100110100011110110001001101111100101110010101011000101000000000001
182	13	273	250	-454	00010111011010001000111000100011000110011110100010010110110001101010000110011000100001101111110010101011011100101011000110010101101011011111001101111011010110101010011000011110001111
182	14	273	251	-458	00001100111101001101001111101010101010110001110000001011110110111010101111001100000100000000100110010000000100001101000101011011000100110100100110001011110110111111111011111101101100
182	15	273	248	-446	10100111100001100010100110110101111110101001110000110110011011101111101101110010001101011110011001100000010010011011111010100000000101001010010000111111000110000010010100000010100110
182	16	273	250	-454	10001000011101011001110101110111101000110001010010111000010101111110011110100100011101111100110011110001100011101110110101000101010100100110010000110100100101100100001101110010101000
182	17	273	250	-454	11010111001101111010101010000100101000100110011000111111011000110110001001100011111001010111011110101110100101011110001000111010000000101110011110011000110111101100101000110010100010
182	18	273	248	-446	00001101000001010100000111100011111101001111010110100111110011010110010001110010101101111000001010101100111001000011110011111000001100100001111001110110100001001010111100000011011100
182	19	273	252	-462	11011100110111111001011001100111101110100100010010110000100000001100110011100111101000100001101010011100110100101000101001110011110110000101001101010101011001011001110000010110011100
184	0	276	253	-460	1011011010010001100001001011110100100100011100001011000101101011100110010100100011010000001101111001111110101111110010010000111111001010101011001010101010001110111110010110010101001100
184	1	276	252	-456	1010000011100100010011100000011000000101111001110101010011001101111010011101011011101111110001111010101010110011011111010101001011100000111000001001001000111110001001011000001101110010
184	2	276	254	-464	0000111001101001100111110111000011111011100100011000000000011111111100111000010000111010000000011110100101100101110001000100101110011011000110011100010010101110101001111101100010110010
184	3	276	256	-472	1101001100100111100011010110010000000110101010000101101101101001111100101011111100010011010000111011001000101010111001011100000110101000111101110010011100100100001111011010111010000110
184	4	276	254	-464	1110110000000100000111101001001000000001001001100101111001010011111011111001001011110111000110001110011011110110100010000011100100111011000010100110101110111100111111011100000111111011
184	5	276	255	-468	1111110010001011110001101001101011110000001000101111101100101010001001111000100011001011000010110111010001111100010011101011010101110100100111111101000110000110010101010000001000111011
184	6	276	253	-460	1010101101110101101001011111010101111010001100110000010010000000000010100111110010000111101001001100010101011010010000000111101101101110010000111110011010110000111001110101110100010111
184	7	276	256	-472	1001111001101001011001101101000111111010001111100011101011110011011101101000000101101001011110010100010110111010100000100001010111111111001000110000001111100111100000110011000001010100
184	8	276	251	-452	1010100100110101011101011100100110010001011100101001010001010111010110000100110100011101100100101000000010110011001110101110000110011000111101011000110110000101110001011111111101110000
184	9	276	253	-460	0011110110100000011100110111100001111001000100010110010010011100001101011101111101001100010111010101111010000011010011011001111110100010100001111000000001100000001101010111001001111011
184	10	276	255	-468	0001011001010111111110110000001001101000100010010010001011000011111010111000100111101101101000110101011111100011011010010101111010011001101100100100001010011010111110110010101010010001
184	11	276	254	-464	1001110111111001100001011101101000000101011000011111000010001010100001010111111010110100111010111100000010110011001000011001110101100111000111011010101111110101110010010110011000010100
184	12	276	257	-476	1011001010010011010100000010100110000100100101100110011101111111010100101001000001110010101001111001011111101110100011011111110011110100011101010110101000001001000100101011011100001101
184	13	276	252	-456	1000011100001000110110000001110101001100010001011101111011101110011001000011111111100010011100111010101000100100010101110000011111010011101110010100100110010001110110101001100001001111
184	14	276	251	-452	1110011111100000101010110101001010100110010011101000110110100011100001010010111111011111000000010111011101001110010000110101010000110101011111000011010000101101011111100101001100001100
184	15	276	254	-464	1111100001001110100011111010001010101011101010100011011100100101000110101110110010101000110110010011011011010101101110011100110000100101010000111101011110000111001101000001001100101000
184	16	276	254	-464	0111010101001011010000001111110100100100001000111011101000001111101100111000110001101110001011110000101001111110110010010110001011011110111101001011001111010000000010100010100000111000
184	17	276	253	-460	0011011010110001010001111100101001010100011111110010100010000010000000101110000110000010010111111100011100011111101000110111001001101000001111011101000101001011110011110010110111111001
184	18	276	251	-452	1110011001101111101110110001110000101000001111000001111110111101001101010111111100001010000110000100000101100011011100001101101110010010101001011011011110101011001000010101001001010001
184	19	276	252	-456	1001101100011011000010100101111010101000000001100100100101010001000111101111100001011100011011000000111110011011111111111000111000000111110011001000111010000011100011110110000100000111
186	0	279	256	-466	111001011100010010010001010001000110101111010101011001001010101111000000110000001110100011111010100000000001101010011100111001100000111001110001001111001111010000100101101111001101011111
186	1	279	255	-462	000010100100101100101000110000010111100000110010110000101100100010011000011011111101101110001001010010011101011110011110011001101110101100111001111000010110100101011010011010110111110010
186	2	279	256	-466	101011110111111101101101110011110011100010101010100011111011000110001100110110010001000001011100110100001101100000010000001110011000001101100001100100101100101000011000010001101010111110
186	3	279	258	-474	011101001100101101101000100011011000000101010111100001001000100011111101111010101001101010001011110110100000011000001010001001110110111001111101001000110001000101111110111100001101111101
186	4	279	255	-462	110111110000001011110011011110111110110101010000101100100001100000011001011100000011110000110101000010010100100110001010000011111101110100110100110011110111110001000011000011010110111011
186	5	279	254	-458	111011101101101100110100110111010110001111100001010101110101000100010111110011110110111100000101111010010000101010100110000010101001010100111001111001100100001100110111100000110001001000
186	6	279	255	-462	101111001000100011010001111010101001011010000110100000101101000011000000101111101001001101100111001101111011101000101011001010001011101000100011101001110010010111111100001100001001111111
186	7	279	255	-462	011111011101010100101011010110101000100010100101101101110110000010100011001111000101100110010010110001000010100100010010101000111010101111011110010100011001111010000100110011100111101101
186	8	279	254	-458	101111100111001110110100001000000010000100010110101011010111100101011100110000000001000001011111111111010001111110110100110110001011001100000111100101110001110110011000110011111000110010
186	9	279	255	-462	100110101100110011111000110000000110010010010010010110010100100000111001110011100000111111110101011010111000100010000010100110011001110011000101001010111011110001111000001001101100110110
186	10	279	256	-466	110001000011111111010001101000000000101001000010010110101101001111010000111000110001100110011111001010000011100000101111011001010010011111110110011010111100110011111110110100011101010100
186	11	279	257	-470	010011101111110000011100101111110010101111001111101110110100000011010100010100100110110000110000000010001010001101010111101000001001000000011101001011110101010110000100111000111001101111
186	12	279	255	-462	100111111000011000110000100110101101100100000110011100011101100010100110100011100100001011110100011111111001101101111101101000000101110011110111001110010100000110010110001000111001111010
186	13	279	253	-454	010101110110011001010001111010111010110101001011100011101101000110101100101111000000111010111010000010011011100001011101010000001110100011111110110101101000000000111100001001110001100011
186	14	279	254	-458	000001100010100000011110110010111010000111011100000110101011011100101110111000110100011001001001000101010001100001101001100010110111010000011111101111111101111011000101100000101000001011
186	15	279	256	-466	111010111110010111001010111101101011001110011111010000101101111001100010000110101111110110011000000000111100101100100010011110010000110010011110001100010000100101100101101101110001010110
186	16	279	255	-462	001001100100000101110100001000110000011110000100000100010111111100111101101111100110000001000000110111101110100011100001110101111111000110110001001011000011001110111110011111010110111110
186	17	279	257	-470	011001111011110100110111000110100000011011111000000010101101000000010111001100100101011010001000001101111000101010010111100101111111000100101111001100001111010100010010000101111011010010
186	18	279	255	-462	100101000101100000100010100111001010110010011111100101001010000001101101100000011110111110100101111110001001010000100111111111000011111010100001010111010000111100100110000100011110111011
186	19	279	258	-474	110011101111100111011110001111111001101011100111001001000110100001011111011111000110000000100000100111111000100001101001111000101010001010001100001011010000101110000001110111010101001011
188	0	282	257	-464	10011000011010011101101110110001010000100111100101001010000000111111111011000111101010110100011111000001000000010100100000011111100001110001100010011100111110001011001111101010111110100111
188	1	282	261	-480	01010100110000100000000110011011110110001100010001110100101000111001000010110111101111100011110011011111000101001011011011100010010001101001010000101111111110111000001000101011000101110110
188	2	282	259	-472	11001100010010100000000000100001000101101010111111001100110100110011110111100000110111101111111011001110010001101111011001001101010011010110001110010100101000110110011101100110100010100000
188	3	282	260	-476	00100101111110110001001101110000011000110100010100100001001011001101111011100011011011110100111101000010000111101100100011001111110110100010010101100101110110010011101010100101000000011101
188	4	282	258	-468	11110000010000101001100001011100011001110000100110100111111011100000101101110110011011100011000110111011010101011001011101011011111000010000010100111010101011100010011010001001100011101010
188	5	282	259	-472	10010011000000111001110010100100011101011101000101011001001111111111110100011000010000011111100001001000000001111110010000010000110111011111110000110101001001111110001111101011100111101000
188	6	282	258	-468	00101000001011001110110001101111110000010110001010101111011110000110110100101011010010000100000001011011001110011110111010111001100010110110010010100101010100011001011110100011101100111010
188	7	282	259	-472	10001110110101011001101100011111001100110111100010001111011010100111000011001001010111100000111101101001100000011100101110011111100000100100110111010000011100101000001110000101100100111101
188	8	282	259	-472	10101101100001011011010000010011000101000011000010100110001001010111110110110010000101010011111011110100101100111100101011001011101000111110110000001000111111111011011101101001100110101001
188	9	282	259	-472	01111100010101110110010111110100001101110101000101100010000100000110011011011110011101100101001100001000111011110100001001011000110011110101100011000000111010001011001010000001011101101111
188	10	282	258	-468	00101111101000001110101101011010100000001010101110001011011001100011000001010110100001100100111101110011001100011110000100010101011110110011011010011001100011110010100110110110101101110111
188	11	282	259	-472	11001011111001110001110010101000001000111101101100100001100101101110111001110011010010101001100001101101001100001100110101011010010000011101000110111000101111101000001000111111010101000001
188	12	282	258	-468	00000001100101000100001100011111110011010011111100100010110110011110101010011110001100100111010100100111110101011001110000011001001001100100101100011100011111101010001000000101000101110010
188	13	282	260	-476	00101001011111001000010000101100100110010011010000001000101100000111101010111010000100110011011111000101011111001011100111100101000110011101110111100101000111001010001001001110001111001101
188	14	282	258	-468	10011100011100111001000100101001110010010001101110100011100111100001001001000101011001100111111001100000001000011011111100111111011110110001000100100111010000110000001010011011011011111101
188	15	282	257	-464	01110011111010010010010100110110010111000100110011100100100100010111101011000110101101101001111101101000010111001001110010001111010110101010101000101101111010110101100001010000000011000010
188	16	282	258	-468	00011101000000111010110101101101101001110000111100000110000011111011011100001010001101111111000000010100011011011101101101011001111100001101001101000010000010010001011001110011011101101011
188	17	282	261	-480	11011000101000001011100100000010000111101110101110011000101001111000011011001100110011111100100101110001101010011110011000100010000101011111101001100101001101010001011110111001110011110100
188	18	282	259	-472	01111010111110000101101111110000100110111001100001011111000010111011110001001110100100000010001011001101101100100110011010101011000011000110101101000011001110110000001101011101101001110010
188	19	282	257	-464	10110111110111010000101001110110011001110100101001111101100110101100010111101110100001001100011011111100000001001001000011101001110101100010101111101000000100001010001111100111000110000000
190	0	285	262	-478	0100000111110101101101011101110100010011001001010110111011000101111001100100100000110001011001001000010001110010001001011111111011011011010101001101010101100010011100111010001101010100110011
190	1	285	261	-474	0111011110111010000101001011111101110111001100111000001010100001001111101111010110000010101111100110000100001000010100111000111101110011011111100000010100100101011001000000101001000100111110
190	2	285	260	-470	1110010000111000111101111110011101011001011001000001010111100100010100100010011011101111000110100101100011100010111011101101110011000010101000101001000111111101100000001011001101001000101110
190	3	285	263	-482	1111110011111100001011000110001001001110111000010001001011100111000101111010000000101011011101001000001010100010111111111101110110010100100000111000010001101000111111000100101000010101111101
190	4	285	260	-470	1110101110001110100000011111001001101111000010110100110011001001010100001101101100100111011110000001111100011001010001001101110100111110010101101011110100011111111110010000101010000000010001
190	5	285	262	-478	1001001111110001111000010000000001010010011111100110111101000000111010010101100101001101001100110101001101010010111001100011010110111001111000010101100111110110010011111010110110011100001110
190	6	285	260	-470	0001101101000010010011100101111110101100011101000010111111010101110000101010010111001011010010001111100001011111111110100101010011011001000000111001001011100110000100011101010100011100000100
190	7	285	261	-474	1010000010001100000001011100010011100101001011010111111001100101001010111010001001011001111010100010111011111100010111000111001100101110111110001010010010011000111011110100001001010100011110
190	8	285	259	-466	0110100010000111101101011001000001100001111111101010110000001111001111101010101101100110001000111011011000100011100010010111010000111001101110001100101100011101100011010011010111100101111101
190	9	285	261	-474	1001011111100000110111011001101000011001000111011101100110110011110010110001001001100101001010011001010111110011101001100000010001110101110110010111000100010110100001000001100011100010111001
190	10	285	262	-478	1000111011011011100000111100100001110011011001110010101111010001001100001111010000111000011000000100011101111101000010000111100010000011101101101001010010101010010111111001111001001011111000
190	11	285	262	-478	0101011011110011101111000001101110101000100110011111110110100110001001010100101011010000000010001000100110011110100001001010000110100111101010100001000010101110011000111111100011110110001111
190	12	285	261	-474	1111110100000110100000110110001011010100111011100100111001000011000010000111110110000000100000101101110000110100010011110010001011011111111000111010101001110101111100001110001000101010111100
190	13	285	262	-478	1100110110000001111000111111011000001010110110000100001001000001011110100110010001111001011010010110000111111110100010101001100100111110001001001100101111110011100010111111011100010011101000
190	14	285	260	-470	1110011111011101111001111010000000001001000111011111110111100000000100011110111000101000001101001100000011000101000000101101001001001011111011100100111110001101111011010010010011111101100001
190	15	285	263	-482	1010111100111010111110110000000101101001001101101010111111100001110101001101000000001110010100010100111010001100100011110110101010111100110000101100011000010010100101000101110110110101111000
190	16	285	260	-470	1000101101000101100010010001011110010010001011010100110101110001100000101111010000011110011010110010000100111110111010010101111110101110100001110101110000010011110011011101110010010110001011
190	17	285	260	-470	1011101100100111000110000110110110111101101001101001100010010111101100000000001101110100110001011101011100000000100111001100001110110100010101011010001111110110001101000000110011100111100011
190	18	285	261	-474	1110000011001001000000100100010111000001101100011000011111010110010000001100001011001110100100101100001110101010111110100111001011010101000100111111111110111011100010111010110111000010010010
190	19	285	260	-470	1011010111011110111001111010011111101011110001001000001000100110101101011100101100101111000000001100000000101100110100001011000010111010100010010111001101111111011101001011101110001011011000
192	0	288	264	-480	101110000100101011011000010000101100100000111011010011011110101111100001110100111001111000000000001101010101011001111110001000000011000111001100011001100101100101011010010010100010101111111111
192	1	288	264	-480	001111100000111010110100100100110000000011011011010110011011100111011011100001000000010110101001110010010100001110001000010111110101111011010111001011011010100101100010011100110101110101001011
192	2	288	263	-476	110100010011110100101111000111100000001000111011110010011000101110111101001001001100111000111011010110100010100000101000101000111101110100001110010110001000100111101101111111100010011111001110
192	3	288	262	-472	100100010000011100110000000111100100010001110101100101101111000100100010111101110001001100100010010000110101011101010000011101011111100011100000100001011011101101100010011011110111100011011111
192	4	288	262	-472	101110111111101111101011111111000011111100000010100000001011110001100001011110011011010100001010101001010101011001001100110101011100010110110100101010000001001100010110001100110110001100001100
192	5	288	265	-484	001100110100111000000110010101101011010001111100011011110001001011011010010000000011111101100100001011100000101011101010000101010110111010000011100000110100110101101110111000111001011111100011
192	6	288	264	-480	100110101000111101000011001110010011000001110110111011100001101101010100010111010100110110110011101100110010100001011001010111010101010110010100100010010110101101001000001110000111100010110010
192	7	288	264	-480	010011110100010100110000100010101000000111110111111001111101101111111100100010000110101001100001010000001110000011010111111010110100010110010011001100101010001010011101000110100100111011010111
192	8	288	261	-468	010100011110001000100100011100100111111010101001101000001011110001010111101110000101000000101001000100011110101011010011110100100100011110111111101111000000110101001010001100101110000001100111
192	9	288	262	-472	101110111000000101000101101100110010001011111011000011111111011011010010111101111011100000010000110010011011011100011001101011111100011110101000100111000000100100010100101001010101000001000111
192	10	288	263	-476	110111110010001111001111000001000111100101000100110111110100111000011000000001010101010100100100101010001110110010000010111010001101011111101001010101011110100011010010110101100110001010100111
192	11	288	264	-480	011000100010110000101110010010010101110110010111001100110010111111101010011000101010110100111011010011111010111001010000110101001010110111111001001000000100110011100100110100100100101110001111
192	12	288	262	-472	111100111000110010111010101010010110010000101010010110001101011110101100100001110111111010111001100101010110000000001001110110001101000110100000101010011111001101110000010000111111110111100011
192	13	288	266	-488	010010111101011110110111101110111100001100011110001000011001100100001000010110001111001100000100000001100101001110011110011000001101111010001000001111110001111101011000011010110011101011101010
192	14	288	265	-484	001001000111000000101101010000111101101101010010111101000100100110100011010111100000000111001110010101100011011101000110110100111000100011101001101111110101011011001101000001011110000101100111
192	15	288	266	-488	010100010000101110100011011111101110010011011010101000100010100010001010010101111110101000101100011011000101011011010111001110001010101100011010001001010011110111100101000010011010000011010111
192	16	288	262	-472	010100001001110011101010111101001011110100011100010100110001010010011010000111111111100100101101111101101010010110000100000001110101010000001101101001011101111100010110000110100101000010100101
192	17	288	264	-480	010111101101011001010000001001101101000110101110101010000000101111101100111011000101011101011110110011100101111110001001111001101111100100000110010110100000100000000011100101101010110001100000
192	18	288	263	-476	001100100101111111111010010010100110010101101111100111100011100101011001101101110010110010000100001001001011010101000011111000110011100110101101010010000010011000110011101010111001111110110000
192	19	288	263	-476	100111111101101001001010000010001111100101010100111101100100010110001100000110010011001011011101010011110010111101010110110000001110101110011000011101011111101100010100110010101100011110111100
194	0	291	266	-482	11101011101000001010100000101011000100010010000000001110000111101100000011101001111011001111110101100001001011110001111011000000101100100111010101100001101101111000111111110110111101000101001111
194	1	291	269	-494	11111010100100101010101110011101001111100110110000000001111001110101001000010011011011101101100100100001101001110010000001001001001001101100001000101010110011001001001101011101000110101000111011
194	2	291	268	-490	10101100110110001110010101101100000111101111011000000010101011001110110111111111011010101011001011000000111000000100010100010100001001110001110010010011100000100101111000101000011010111111110100
194	3	291	267	-486	01101110010011000101110011001000011101001011010111010101010101110000010101110100100001111000100000111001100111010101110111001100101001011100001001111000000111000000111111101110111000011110001010
194	4	291	265	-478	11011000110101011001010111100101110001010001001111111000101010111011000010110011011010001000101110011010000011011000001100110110110100100100110100000000010011000001111101111110100001010010101111
194	5	291	266	-482	00110111101100000010011111110010011000111010110011001010011111101010110001011101101000100000100011111001100011101000111001010110000100100100100010100110110110110010111110000100010101101101101101
194	6	291	266	-482	01000010011001001100011001111010111010110110000010100000110110001011010001001101101111100110101000100010111011010111100010110011111000001010000101101100010101111010111000000110111100001000111100
194	7	291	270	-498	01100011101101010100001111101001101101110101111011100110010011000000011100100110000001000010000111110110110101001100110011110000110100100100111000011111011111010101101000111000001001111000001100
194	8	291	267	-486	00010011101011110101000111101110111001010001101000010001000101100100001001010101011000110110101001011110101001110001110000101100101010011010110101010110001001110011011000000011001010111110111111
194	9	291	268	-490	00100110111100100001110001011000000110010001011110110001111010100011011100011011100110100100111110011011001101110000110101100111100011011000101000001111001011101000100011110111110000001100101011
194	10	291	264	-474	01100110111010000011101011011100100110100010000110000101011011010110000111010011100101000101101010110011011010100101100110111100010011011100001001111101010001010111010110111011110001000000111001
194	11	291	266	-482	10011101001100110100111100111001010011000001110100101001110010001111010010010011001000100000011100011001111110010110011011011111001001100000000111111110111110010111000001011000100100100111010100
194	12	291	266	-482	10110011101010010010101100100110101100101100011100100011101010100010001100001001011111100011101110001101011011001011110101000101000101001010111010010001100111011110110111100010010111010010000101
194	13	291	265	-478	01001011100101101110110111110101010011111100001110111110011010011000011100001101010111000101001100000000011010010110101100001011100101110100001101110110111100100010000110101000011110100000011010
194	14	291	267	-486	01110010101001110110101110010100011110001001011101001000011110001100110101001101011010011000011011011011010110110111100110110100111110001111100110010001011010010001101010100010000001010011010101
194	15	291	266	-482	00011011100110001110110110101001101111100010001011010100101001111111111110001001111110100010111100111010001000111000101001010110110000000111000111110000011011111001100011000100001110100001001011
194	16	291	268	-490	00101011001100100101110001001100111000110111101110010000010000001111111100100100100101100010100000110011010010010001100101110100101011001110100101110000100001101111110001100101111011001110111110
194	17	291	267	-486	00001100011110010111110110101001001011011010110100000100111000100111010111011111111101101000010011001101000010111001001001100000001010110101001000100111111110110101111001111010010110100001111001
194	18	291	266	-482	10010011111101111011000011000111111001000101011000001111110010000100100100101111101100111010011000100011111001100111011000010010111010111001011111010000101100101000100110100011001100011111000101
194	19	291	266	-482	01001100111101000101100101101010001100100001001011010101010101100000100010111000111110110100110010110101011010011110000001011101101111011011000000011001010010111011010011010011111111101000000001
196	0	294	270	-492	1110000010111111001101001010011100011101010011001000110111110010011010100010101011011010111110011110100010010100110011011110000011100011011100110000010001011011100111000110100101010000011110000010
196	1	294	268	-484	0100001111001010101110101100111001100001101000001000011010000000110011001011111110100101101100011001100010000111000000101110101100011000011111101111101111111110000000001110101001110110010011011011
196	2	294	269	-488	0101000001101010100000001000000111111010110110100010010000111110101101000011011011001011010001111001110110000110101111010010001011010110101110110011101100011010111101011010001101111001001100101001
196	3	294	270	-492	1111100111101110101011110001110001011001101010001101001001100100011010010000001000001101100111110100001001111001000000011000001110100001100000110010010101110010110111011011001100100110111111111101
196	4	294	267	-480	0010100110000000011100100111011110111000001011000101100101011000111001010011110001110110101101101100111100011001100111000010001101111110101000111110000011010110000011110100110111010110010101100100
196	5	294	269	-488	1011010001001100011000001000001011001000111101011101111100010110010101100101011001001000101001011011111111111011111001101000101110100100110001100011011011000100100111000101010000001001101110110001
196	6	294	271	-496	0000111101011010111011010101000100001000010111111111110101011000111011101010000010010111111000011111011111110001000100111101001100000110000101001100010011101101001001111010010000010110000100110011
196	7	294	268	-484	0101111101110110101100100110101010101010000101101000101011001110101100010001101011111111001010010001110100100000111100001000011111100101010101111001110000011101010001111101001010110101101110101000
196	8	294	271	-496	0010010001111000110011111110110101001100110101001100011010010011110000100010110011111001100000010001000010001111010001110100100110100101011011111000100010110111110110111000110011000110111101010101
196	9	294	270	-492	1000111001111001111111101100000001110100111111001000000000011101100011111011011101100111111000100010011000111100010100100111110010101010010101110000110000111111100011010101010111000010000010101100
196	10	294	268	-484	0101010111101111001011010110010111010000000110110001101001101111100000100000000110100110011100110110111101111110010011111011100110000011000101100111000010111110110010101100111010100101000011010000
196	11	294	271	-496	1100001110101010100010001011111001010101001111010011010010100011011101101111011011111100000101000000011110110111011100010000101000110001111010101110011010100010001101100110100111010111101001000000
196	12	294	269	-488	1000111000011010101101101010010110111110001001101000101100100001011100110011000110111111110111000111010100010000101010100011100101011011000010011111010100111111001000100101101000111110110000001001
196	13	294	268	-484	0111010010101011001101100000100101011111100111001001110010110110001000011111110110110100000101010110010011100010111110011101100100100101010011010010001101100111011010010110010000000111100000100100
196	14	294	272	-500	1111000011010000001110011110110010000000110011101101100001111100110110001100011011100101010010110011011001100010110011101111011010000000110111101010001000001001110010000111011011100100100111101011
196	15	294	269	-488	1111010111110000000101101011101000000010111001011101001100010011111000011100001110010011000101010010000110101000001010101101010001010110110101111010100101111110001001110111011000010111111010001110
196	16	294	269	-488	1100110100110001101011100110100100111111010011001011111010111000100001111110011000010111001000011001100000011000100001011000111101010101001101011011111001001111000111111001101001100000001000101000
196	17	294	273	-504	0010100100101000100010101110010110001110011111010010000001101010000011101010001111011000111001100111110010101100101001010001100011100110010100111001111011101100011011100011010111110101010111001001
196	18	294	267	-480	0001111111010011101111011101000110010010110010011000000100010001111100101001010011110100011100011001010001000101110110011001100111010110101001000000111001101101101010100100101101010001010011011101
196	19	294	268	-484	1011101101111111101101000000010101101010100010011111101000111111000101000011001111001011111000100000000101011010101100001001000001000001011100110111000001110001100010010111011111100101000100111111
198	0	297	273	-498	111111001010100101000010100001001101111010100011000100110110111100001011110100110010110000111011000101100001100000110111110001100001010111101100011001111111010010110000111011111011010110101001000010
198	1	297	271	-490	100111111111100000000111110001110110011011011101010000100111111000001111111000111111101111100111000010011001000010010000000100000111101001011000101111000000100100111111001100011111010010010011100100
198	2	297	272	-494	011000101110010101110010000110010010010000010010011111011000010100110000111111100110010110001000001011010100101100011011110010101110001101111111101111000100111010111111001001110100011100000101110100
198	3	297	275	-506	110101010110001111001110010101100101100111110001001100100010001000111011101111011000010100010111110011100010000001101010111111000001010100001010011010110000010101011011101011000101101000001010010111
198	4	297	273	-498	100010110011111011100111011111101110000001110001001101001101001011001001101011000001010010110100111100110110010111110001100001111111010010000101111100100110001111001011011000110011001010111000000000
198	5	297	273	-498	100100101000011000110100000000110011001101111011110111101100101110010011001011110000100101101100101110000101010100110000101110010101000010010111011011000111101011100100000110101100011110011111100011
198	6	297	272	-494	011100011100000010001100010011100010111101101101010010111000110010111110001010000000101001110001111000110111111001110101101101110010000001000010001010111010001100011011111011101000101011111101010110
198	7	297	271	-490	111101010100110101111000111111000111001010100111001001000110010010011011100100110100001100011001010110101101011001110110100100001000101011111110000011110100001001111100000010100011100011101101011110
198	8	297	271	-490	001110111100100001011100001011011011101100100011000010000111011100010110101110000101110111000011111110101100110111110011011001100111000011010111100001001111111000000110000010010100100100100100101100
198	9	297	273	-498	101011110111000010100101011110000010101110000110011011001011011110010001101010110011000100000101110100001001000001011011100011111111100100101100001100011011111001101000001010111101011011010001100101
198	10	297	273	-498	110010110000001010101001100010110011010101111000011101100100111010111101011101100110000000001111101111110000000011000100111100100100110001001101110110000000001001001111101000100110100101111001011111
